drug	organism	mg_per_L	comment
Meropenem	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Meropenem	Kocuria kristinae	NA	insufficient data
Meropenem	Listeria monocytogenes	0.25	tentative
Meropenem	Moraxella catarrhalis	NA	insufficient data
Meropenem	Morganella morganii	0.25	NA
Meropenem	Neisseria meningitidis	NA	insufficient data
Meropenem	Parabacteroides distasonis	NA	insufficient data
Meropenem	Plesiomonas shigelloides	NA	insufficient data
Meropenem	Proteus mirabilis	0.125	NA
Meropenem	Proteus vulgaris	0.25	NA
Meropenem	Providencia rettgeri	NA	unspecified
Meropenem	Providencia stuartii	NA	insufficient data
Meropenem	Pseudomonas aeruginosa	2	NA
Meropenem	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Meropenem	Salmonella enterica	NA	insufficient data
Meropenem	Salmonella Enteritidis	NA	insufficient data
Meropenem	Salmonella Typhi	NA	insufficient data
Meropenem	Salmonella Typhimurium	NA	insufficient data
Meropenem	Serratia liquefaciens	NA	insufficient data
Meropenem	Serratia marcescens	NA	insufficient data
Meropenem	Shigella flexneri	NA	insufficient data
Meropenem	Shigella sonnei	NA	insufficient data
Meropenem	Staphylococcus aureus	0.5	NA
Meropenem	Staphylococcus aureus ATCC 29213	NA	insufficient data
Meropenem	Staphylococcus capitis	0.5	tentative
Meropenem	Staphylococcus epidermidis	0.25	tentative
Meropenem	Staphylococcus haemolyticus	NA	insufficient data
Meropenem	Staphylococcus hominis	NA	insufficient data
Meropenem	Staphylococcus lugdunensis	NA	insufficient data
Meropenem	Staphylococcus saprophyticus	1	tentative
Meropenem	Staphylococcus simulans	NA	insufficient data
Meropenem	Staphylococcus warneri	NA	insufficient data
Meropenem	Staphylococcus xylosus	NA	insufficient data
Meropenem	Streptococcus agalactiae	0.125	NA
Meropenem	Streptococcus anaerobic	NA	unspecified
Meropenem	Streptococcus anginosus	0.25	tentative
Meropenem	Streptococcus anginosus group	NA	insufficient data
Meropenem	Streptococcus constellatus	NA	insufficient data
Meropenem	Streptococcus group G	NA	insufficient data
Meropenem	Streptococcus mitis	NA	insufficient data
Meropenem	Streptococcus oralis	0.125	tentative
Meropenem	Streptococcus pneumoniae	0.016	NA
Meropenem	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Meropenem	Streptococcus pyogenes	0.008	tentative
Meropenem	Streptococcus salivarius	NA	insufficient data
Meropenem	Streptococcus sanguinis	NA	insufficient data
Meropenem	Vibrio alginolyticus	NA	unspecified
Meropenem	Vibrio cholerae	0.5	tentative
Meropenem	Vibrio fluvialis	NA	unspecified
Meropenem	Vibrio parahaemolyticus	NA	unspecified
Meropenem	Vibrio vulnificus	NA	unspecified
Metronidazole	Bacteroides capillosus	NA	insufficient data
Metronidazole	Bacteroides fragilis	4	NA
Metronidazole	Bacteroides fragilis group	8	NA
Metronidazole	Bacteroides ovatus	NA	insufficient data
Metronidazole	Bacteroides thetaiotaomicron	NA	insufficient data
Metronidazole	Bacteroides vulgatus	NA	insufficient data
Metronidazole	Clostridioides difficile	2	NA
Metronidazole	Cutibacterium acnes	NA	unspecified
Metronidazole	Helicobacter pylori	8	NA
Metronidazole	Rothia dentocariosa	NA	insufficient data
Minocycline	Enterobacter agglomerans	NA	insufficient data
Minocycline	Enterobacter cloacae	16	NA
Minocycline	Enterobacter dissolvens	NA	insufficient data
Minocycline	Enterococcus faecalis	0.5	tentative
Minocycline	Enterococcus faecium	0.5	tentative
Minocycline	Escherichia coli	4	NA
Minocycline	Haemophilus influenzae	1	NA
Minocycline	Klebsiella aerogenes	8	tentative
Minocycline	Klebsiella oxytoca	8	NA
Minocycline	Klebsiella pneumoniae	8	NA
Minocycline	Moraxella catarrhalis	0.25	tentative
Minocycline	Morganella morganii	NA	insufficient data
Minocycline	Neisseria meningitidis	NA	insufficient data
Minocycline	Proteus mirabilis	128	NA
Minocycline	Serratia liquefaciens	NA	insufficient data
Minocycline	Staphylococcus aureus	0.5	tentative
Minocycline	Staphylococcus aureus MRSA	0.5	tentative
Minocycline	Staphylococcus aureus MSSA	0.5	tentative
Minocycline	Staphylococcus epidermidis	NA	insufficient data
Minocycline	Staphylococcus epidermidis MSSE	NA	insufficient data
Minocycline	Staphylococcus haemolyticus	NA	insufficient data
Minocycline	Stenotrophomonas maltophilia	1	NA
Minocycline	Streptococcus agalactiae	0.5	NA
Minocycline	Streptococcus anginosus	0.5	tentative
Minocycline	Streptococcus group G	0.5	tentative
Minocycline	Streptococcus oralis	1	tentative
Minocycline	Streptococcus pneumoniae	0.25	NA
Minocycline	Streptococcus pyogenes	0.5	NA
Minocycline	Yersinia enterocolitica	NA	insufficient data
Moxifloxacin	Aerococcus urinae	NA	insufficient data
Moxifloxacin	Bacillus cereus	NA	insufficient data
Moxifloxacin	Bacteroides caccae	NA	insufficient data
Moxifloxacin	Bacteroides eggerthii	NA	insufficient data
Moxifloxacin	Bacteroides fragilis	2	NA
Moxifloxacin	Bacteroides fragilis group	NA	insufficient data
Moxifloxacin	Bacteroides ovatus	NA	insufficient data
Moxifloxacin	Bacteroides thetaiotaomicron	4	tentative
Moxifloxacin	Bacteroides uniformis	NA	insufficient data
Moxifloxacin	Bacteroides vulgatus	NA	insufficient data
Moxifloxacin	Bilophila wadsworthia	NA	insufficient data
Moxifloxacin	Burkholderia cepacia complex	NA	insufficient data
Moxifloxacin	Citrobacter freundii	0.25	tentative
Moxifloxacin	Clostridioides difficile	4	NA
Moxifloxacin	Clostridium innocuum	NA	insufficient data
Moxifloxacin	Clostridium perfringens	NA	insufficient data
Moxifloxacin	Clostridium ramnosum	NA	insufficient data
Moxifloxacin	Corynebacterium striatum	NA	insufficient data
Moxifloxacin	Enterobacter cloacae	0.25	tentative
Moxifloxacin	Enterococcus faecalis	1	NA
Moxifloxacin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Moxifloxacin	Enterococcus faecium	NA	insufficient data
Moxifloxacin	Escherichia coli	0.25	NA
Moxifloxacin	Escherichia coli ATCC 25922	NA	insufficient data
Moxifloxacin	Eubacterium lentum	NA	insufficient data
Moxifloxacin	Finegoldia magna	NA	insufficient data
Moxifloxacin	Fusobacterium mortiferum	NA	insufficient data
Moxifloxacin	Fusobacterium necrophorum	NA	insufficient data
Moxifloxacin	Fusobacterium nucleatum	NA	insufficient data
Moxifloxacin	Haemophilus influenzae	0.125	NA
Moxifloxacin	Haemophilus parainfluenzae	NA	insufficient data
Moxifloxacin	Klebsiella aerogenes	0.25	tentative
Moxifloxacin	Klebsiella oxytoca	0.25	tentative
Moxifloxacin	Klebsiella pneumoniae	0.25	NA
Moxifloxacin	Legionella pneumophila	NA	insufficient data
Moxifloxacin	Listeria monocytogenes	1	tentative
Moxifloxacin	Moraxella catarrhalis	0.25	NA
Moxifloxacin	Morganella morganii	0.5	NA
Moxifloxacin	Mycobacterium abscessus	NA	insufficient data
Moxifloxacin	Mycobacterium avium	16	NA
Moxifloxacin	Mycobacterium avium ATCC 700898	NA	unspecified
Moxifloxacin	Mycobacterium intracellulare	16	tentative
Moxifloxacin	Mycobacterium tuberculosis 7H9	NA	insufficient data
Moxifloxacin	Neisseria gonorrhoeae	0.06	NA
Moxifloxacin	Parabacteroides distasonis	NA	insufficient data
Moxifloxacin	Peptostreptococcus anaerobius	NA	insufficient data
Moxifloxacin	Peptostreptococcus asacchoralyticus	NA	insufficient data
Moxifloxacin	Peptostreptococcus micros	NA	insufficient data
Moxifloxacin	Peptostreptococcus prevotii	NA	insufficient data
Moxifloxacin	Porphyromonas asaccharolytica	NA	insufficient data
Moxifloxacin	Prevotella bivia	NA	insufficient data
Moxifloxacin	Prevotella buccae	NA	insufficient data
Moxifloxacin	Prevotella intermedia	NA	insufficient data
Moxifloxacin	Prevotella melaninogenica	NA	insufficient data
Moxifloxacin	Proteus mirabilis	1	NA
Moxifloxacin	Proteus vulgaris	1	NA
Moxifloxacin	Pseudomonas aeruginosa	4	NA
Moxifloxacin	Salmonella enterica	NA	insufficient data
Moxifloxacin	Serratia marcescens	1	tentative
Moxifloxacin	Staphylococcus aureus	0.25	NA
Moxifloxacin	Staphylococcus capitis	0.25	tentative
Moxifloxacin	Staphylococcus epidermidis	0.25	NA
Moxifloxacin	Staphylococcus hominis	NA	insufficient data
Moxifloxacin	Staphylococcus lugdunensis	NA	insufficient data
Moxifloxacin	Staphylococcus saprophyticus	NA	insufficient data
Moxifloxacin	Staphylococcus warneri	NA	insufficient data
Moxifloxacin	Stenotrophomonas maltophilia	NA	insufficient data
Moxifloxacin	Streptococcus agalactiae	0.5	NA
Moxifloxacin	Streptococcus anginosus	0.5	tentative
Moxifloxacin	Streptococcus anginosus group	NA	insufficient data
Moxifloxacin	Streptococcus bovis	NA	insufficient data
Moxifloxacin	Streptococcus bovis equinus group	NA	unspecified
Moxifloxacin	Streptococcus constellatus	0.5	NA
Moxifloxacin	Streptococcus dysgalactiae	NA	insufficient data
Moxifloxacin	Streptococcus equinus	NA	insufficient data
Moxifloxacin	Streptococcus group C	NA	insufficient data
Moxifloxacin	Streptococcus group G	NA	insufficient data
Moxifloxacin	Streptococcus mitis	0.5	tentative
Moxifloxacin	Streptococcus mitis group	NA	unspecified
Moxifloxacin	Streptococcus mutans	NA	insufficient data
Moxifloxacin	Streptococcus oralis	NA	insufficient data
Moxifloxacin	Streptococcus pneumoniae	0.5	NA
Moxifloxacin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Moxifloxacin	Streptococcus pyogenes	0.5	NA
Moxifloxacin	Streptococcus salivarius	NA	insufficient data
Moxifloxacin	Streptococcus salivarius group	NA	unspecified
Moxifloxacin	Streptococcus sanguinis	NA	insufficient data
Moxifloxacin	Streptococcus sanguinis group	NA	unspecified
Mupirocin	Staphylococcus aureus	1	NA
Mupirocin	Staphylococcus aureus MRSA	1	tentative
Mupirocin	Staphylococcus aureus MSSA	NA	unspecified
Mupirocin	Staphylococcus capitis	NA	insufficient data
Mupirocin	Staphylococcus lugdunensis	NA	insufficient data
Mupirocin	Streptococcus agalactiae	NA	insufficient data
Mupirocin	Streptococcus pyogenes	0.5	tentative
Nalidixic acid	Acinetobacter baumannii	NA	insufficient data
Nalidixic acid	Campylobacter coli	32	NA
Nalidixic acid	Campylobacter jejuni	16	NA
Nalidixic acid	Citrobacter freundii	NA	insufficient data
Nalidixic acid	Enterobacter agglomerans	NA	insufficient data
Nalidixic acid	Enterobacter cloacae	NA	insufficient data
Nalidixic acid	Enterobacter dissolvens	NA	insufficient data
Nalidixic acid	Escherichia coli	8	NA
Nalidixic acid	Hafnia alvei	NA	insufficient data
Nalidixic acid	Klebsiella aerogenes	NA	insufficient data
Nalidixic acid	Klebsiella oxytoca	NA	insufficient data
Nalidixic acid	Klebsiella pneumoniae	NA	insufficient data
Nalidixic acid	Moraxella catarrhalis	NA	insufficient data
Nalidixic acid	Morganella morganii	NA	insufficient data
Nalidixic acid	Proteus mirabilis	NA	insufficient data
Nalidixic acid	Proteus vulgaris	NA	insufficient data
Nalidixic acid	Salmonella agona	NA	unspecified
Nalidixic acid	Salmonella anatum	NA	unspecified
Nalidixic acid	Salmonella bareilly	NA	unspecified
Nalidixic acid	Salmonella berta	NA	unspecified
Nalidixic acid	Salmonella braenderup	NA	unspecified
Nalidixic acid	Salmonella derby	NA	unspecified
Nalidixic acid	Salmonella Dublin	NA	unspecified
Nalidixic acid	Salmonella enterica	8	NA
Nalidixic acid	Salmonella Enteritidis	NA	unspecified
Nalidixic acid	Salmonella Group B	NA	unspecified
Nalidixic acid	Salmonella Group C	NA	unspecified
Nalidixic acid	Salmonella hadar	NA	unspecified
Nalidixic acid	Salmonella hartford	NA	unspecified
Nalidixic acid	Salmonella heidelberg	NA	unspecified
Nalidixic acid	Salmonella infantis	NA	unspecified
Nalidixic acid	Salmonella javiana	NA	unspecified
Nalidixic acid	Salmonella litchfield	NA	unspecified
Nalidixic acid	Salmonella manhattan	NA	unspecified
Nalidixic acid	Salmonella mbandaka	NA	unspecified
Nalidixic acid	Salmonella montevideo	NA	unspecified
Nalidixic acid	Salmonella muenchen	NA	unspecified
Nalidixic acid	Salmonella newport	NA	unspecified
Nalidixic acid	Salmonella oranienburg	NA	unspecified
Nalidixic acid	Salmonella panama	NA	unspecified
Nalidixic acid	Salmonella Paratyphi	NA	unspecified
Nalidixic acid	Salmonella saintpaul	NA	unspecified
Nalidixic acid	Salmonella sandiego	NA	unspecified
Nalidixic acid	Salmonella schwarzengrund	NA	unspecified
Nalidixic acid	Salmonella senftenberg	NA	unspecified
Nalidixic acid	Salmonella stanley	NA	unspecified
Nalidixic acid	Salmonella thompson	NA	unspecified
Nalidixic acid	Salmonella Typhi	NA	unspecified
Nalidixic acid	Salmonella Typhimurium	NA	unspecified
Nalidixic acid	Salmonella virchow	NA	unspecified
Nalidixic acid	Stenotrophomonas maltophilia	NA	insufficient data
Narasin	Enterococcus faecalis	2	NA
Narasin	Enterococcus faecium	2	NA
Narasin	Enterococcus hirae	2	NA
Neomycin	Actinobacillus pleuropneumoniae	64	NA
Neomycin	Bordetella bronchiseptica	NA	insufficient data
Neomycin	Campylobacter coli	4	NA
Neomycin	Enterococcus faecalis	256	NA
Neomycin	Enterococcus faecium	64	NA
Neomycin	Enterococcus hirae	128	NA
Neomycin	Escherichia coli	8	NA
Neomycin	Haemophilus parasuis	NA	insufficient data
Neomycin	Klebsiella oxytoca	NA	insufficient data
Neomycin	Klebsiella pneumoniae	2	tentative
Neomycin	Klebsiella variicola	NA	insufficient data
Neomycin	Mannheimia haemolytica	16	NA
Neomycin	Pasteurella multocida	16	NA
Neomycin	Pseudomonas aeruginosa	64	tentative
Neomycin	Salmonella enterica	NA	insufficient data
Neomycin	Staphylococcus aureus	1	tentative
Neomycin	Staphylococcus hyicus	1	NA
Neomycin	Staphylococcus pseudintermedius	1	NA
Neomycin	Yersinia enterocolitica	NA	insufficient data
Netilmicin	Acinetobacter baumannii	NA	insufficient data
Netilmicin	Citrobacter freundii	NA	insufficient data
Netilmicin	Enterobacter cloacae	NA	insufficient data
Netilmicin	Enterococcus faecium	NA	insufficient data
Netilmicin	Escherichia coli	2	tentative
Netilmicin	Klebsiella aerogenes	NA	insufficient data
Netilmicin	Klebsiella oxytoca	NA	insufficient data
Netilmicin	Klebsiella pneumoniae	NA	insufficient data
Netilmicin	Lactobacillus reuteri	NA	insufficient data
Netilmicin	Morganella morganii	NA	insufficient data
Netilmicin	Proteus mirabilis	4	tentative
Netilmicin	Proteus vulgaris	NA	insufficient data
Netilmicin	Pseudomonas aeruginosa	8	NA
Netilmicin	Pseudomonas fluorescens group	NA	insufficient data
Netilmicin	Pseudomonas stutzeri group	NA	insufficient data
Netilmicin	Salmonella enterica	NA	insufficient data
Netilmicin	Serratia liquefaciens	NA	insufficient data
Netilmicin	Serratia marcescens	NA	insufficient data
Netilmicin	Staphylococcus aureus	NA	insufficient data
Netilmicin	Staphylococcus coagulase negative	NA	unspecified
Netilmicin	Staphylococcus epidermidis	NA	insufficient data
Netilmicin	Staphylococcus haemolyticus	NA	insufficient data
Netilmicin	Staphylococcus saprophyticus	NA	insufficient data
Netilmicin	Staphylococcus warneri	NA	insufficient data
Netilmicin	Streptococcus agalactiae	NA	insufficient data
Netilmicin	Streptococcus pneumoniae	NA	insufficient data
Netilmicin	Yersinia enterocolitica	NA	insufficient data
Nitrofurantoin	Aerococcus urinae	NA	insufficient data
Nitrofurantoin	Enterococcus faecalis	32	NA
Nitrofurantoin	Enterococcus faecium	256	NA
Nitrofurantoin	Escherichia coli	64	NA
Nitrofurantoin	Escherichia coli NCTC 13846	NA	insufficient data
Nitrofurantoin	Proteus mirabilis	NA	unspecified
Nitrofurantoin	Staphylococcus aureus	32	tentative
Nitrofurantoin	Staphylococcus coagulase negative	NA	insufficient data
Nitrofurantoin	Staphylococcus epidermidis	NA	insufficient data
Nitrofurantoin	Staphylococcus saprophyticus	NA	insufficient data
Nitrofurantoin	Streptococcus agalactiae	NA	insufficient data
Norfloxacin	Enterococcus faecalis	8	tentative
Norfloxacin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Norfloxacin	Escherichia coli	NA	insufficient data
Norfloxacin	Hafnia alvei	NA	insufficient data
Norfloxacin	Klebsiella oxytoca	NA	insufficient data
Norfloxacin	Klebsiella pneumoniae	NA	insufficient data
Norfloxacin	Listeria monocytogenes	NA	insufficient data
Norfloxacin	Pseudomonas aeruginosa	NA	insufficient data
Norfloxacin	Serratia liquefaciens	NA	insufficient data
Norfloxacin	Staphylococcus aureus	4	tentative
Norfloxacin	Staphylococcus saprophyticus	NA	insufficient data
Norfloxacin	Stenotrophomonas maltophilia	NA	insufficient data
Norfloxacin	Streptococcus pneumoniae	NA	insufficient data
Norfloxacin	Streptococcus pyogenes	NA	insufficient data
Norfloxacin	Yersinia enterocolitica	NA	insufficient data
Norvancomycin	Staphylococcus aureus	1	NA
Norvancomycin	Staphylococcus epidermidis	2	NA
Norvancomycin	Staphylococcus haemolyticus	2	NA
Norvancomycin	Staphylococcus hominis	1	NA
Ofloxacin	Acinetobacter baumannii	NA	insufficient data
Ofloxacin	Aeromonas hydrophila	NA	insufficient data
Ofloxacin	Campylobacter jejuni	NA	insufficient data
Ofloxacin	Citrobacter braakii	NA	insufficient data
Ofloxacin	Citrobacter freundii	NA	insufficient data
Ofloxacin	Enterobacter cloacae	NA	insufficient data
Ofloxacin	Enterococcus faecalis	4	tentative
Ofloxacin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Ofloxacin	Escherichia coli	0.25	NA
Ofloxacin	Haemophilus influenzae	0.06	NA
Ofloxacin	Helicobacter pylori	NA	insufficient data
Ofloxacin	Klebsiella aerogenes	NA	insufficient data
Ofloxacin	Klebsiella oxytoca	NA	insufficient data
Ofloxacin	Klebsiella pneumoniae	NA	insufficient data
Ofloxacin	Listeria monocytogenes	NA	insufficient data
Ofloxacin	Moraxella catarrhalis	0.25	tentative
Ofloxacin	Morganella morganii	0.5	tentative
Ofloxacin	Neisseria gonorrhoeae	NA	insufficient data
Ofloxacin	Proteus mirabilis	0.5	NA
Ofloxacin	Proteus vulgaris	0.25	tentative
Ofloxacin	Pseudomonas aeruginosa	4	NA
Ofloxacin	Salmonella enterica	NA	insufficient data
Ofloxacin	Serratia marcescens	NA	insufficient data
Ofloxacin	Staphylococcus aureus	1	NA
Ofloxacin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Ofloxacin	Staphylococcus epidermidis	NA	insufficient data
Ofloxacin	Staphylococcus hominis	NA	insufficient data
Ofloxacin	Stenotrophomonas maltophilia	NA	insufficient data
Ofloxacin	Streptococcus agalactiae	4	tentative
Ofloxacin	Streptococcus group G	NA	insufficient data
Ofloxacin	Streptococcus pneumoniae	4	NA
Ofloxacin	Streptococcus pyogenes	4	tentative
Ofloxacin	Yersinia enterocolitica	NA	insufficient data
Omadacycline	Bacteroides fragilis	NA	insufficient data
Omadacycline	Bacteroides thetaiotaomicron	NA	insufficient data
Omadacycline	Bacteroides vulgatus	NA	insufficient data
Omadacycline	Enterobacter cloacae	8	tentative
Omadacycline	Enterococcus faecalis	0.5	NA
Omadacycline	Enterococcus faecium	0.25	NA
Omadacycline	Escherichia coli	4	NA
Omadacycline	Haemophilus influenzae	4	tentative
Omadacycline	Klebsiella oxytoca	NA	insufficient data
Omadacycline	Klebsiella pneumoniae	8	NA
Omadacycline	Moraxella catarrhalis	NA	unspecified
Omadacycline	Staphylococcus aureus	0.5	NA
Omadacycline	Streptococcus agalactiae	0.5	NA
Omadacycline	Streptococcus pneumoniae	0.25	NA
Omadacycline	Streptococcus pyogenes	0.25	tentative
Oritavancin (with polysorbate 80)	Enterococcus faecalis	0.06	tentative
Oritavancin (with polysorbate 80)	Enterococcus faecalis ATCC 29212	NA	insufficient data
Oritavancin (with polysorbate 80)	Enterococcus faecium	NA	insufficient data
Oritavancin (with polysorbate 80)	Staphylococcus aureus	0.125	NA
Oritavancin (with polysorbate 80)	Staphylococcus aureus ATCC 29213	NA	insufficient data
Oritavancin (with polysorbate 80)	Streptococcus agalactiae	0.25	tentative
