version	drug	organism	mg_per_L	comment
2024	Vancomycin	Staphylococcus aureus ATCC 29213	NA	insufficient data
2024	Vancomycin	Staphylococcus aureus MRSA	2	NA
2024	Vancomycin	Staphylococcus aureus MSSA	NA	insufficient data
2024	Vancomycin	Staphylococcus auricularis	NA	insufficient data
2024	Vancomycin	Staphylococcus capitis	4	NA
2024	Vancomycin	Staphylococcus epidermidis	4	NA
2024	Vancomycin	Staphylococcus epidermidis MSSE	NA	unspecified
2024	Vancomycin	Staphylococcus haemolyticus	4	NA
2024	Vancomycin	Staphylococcus hominis	4	NA
2024	Vancomycin	Staphylococcus hyicus	NA	insufficient data
2024	Vancomycin	Staphylococcus intermedius	NA	insufficient data
2024	Vancomycin	Staphylococcus lugdunensis	NA	insufficient data
2024	Vancomycin	Staphylococcus saprophyticus	4	NA
2024	Vancomycin	Staphylococcus simulans	NA	insufficient data
2024	Vancomycin	Staphylococcus warneri	4	tentative
2024	Vancomycin	Staphylococcus xylosus	NA	insufficient data
2024	Vancomycin	Streptococcus agalactiae	1	NA
2024	Vancomycin	Streptococcus anginosus	NA	insufficient data
2024	Vancomycin	Streptococcus anginosus group	NA	insufficient data
2024	Vancomycin	Streptococcus bovis	NA	insufficient data
2024	Vancomycin	Streptococcus bovis equinus group	NA	unspecified
2024	Vancomycin	Streptococcus constellatus	NA	insufficient data
2024	Vancomycin	Streptococcus group G	NA	insufficient data
2024	Vancomycin	Streptococcus intermedius	NA	insufficient data
2024	Vancomycin	Streptococcus mitis	NA	insufficient data
2024	Vancomycin	Streptococcus mitis group	NA	unspecified
2024	Vancomycin	Streptococcus mutans	NA	insufficient data
2024	Vancomycin	Streptococcus oralis	NA	insufficient data
2024	Vancomycin	Streptococcus parasanguinis	NA	unspecified
2024	Vancomycin	Streptococcus pneumoniae	1	NA
2024	Vancomycin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
2024	Vancomycin	Streptococcus pyogenes	1	NA
2024	Vancomycin	Streptococcus salivarius	NA	insufficient data
2024	Vancomycin	Streptococcus salivarius group	NA	unspecified
2024	Vancomycin	Streptococcus sanguinis	NA	insufficient data
2024	Vancomycin	Streptococcus sanguinis group	NA	unspecified
2024	Vancomycin	Streptococcus uberis	NA	insufficient data
2024	Virginiamycin	Enterococcus faecalis	NA	insufficient data
2024	Virginiamycin	Enterococcus faecium	8	NA
2024	Virginiamycin	Enterococcus hirae	4	tentative
2024	Virginiamycin	Listeria monocytogenes	NA	insufficient data
2024	Virginiamycin	Staphylococcus intermedius	NA	insufficient data
2014	Amikacin	Acinetobacter anitratus	8	
2014	Ciprofloxacin	Acinetobacter anitratus	1	
2014	Gentamicin	Acinetobacter anitratus	4	
2014	Levofloxacin	Acinetobacter anitratus	0.5	
2014	Tobramycin	Acinetobacter anitratus	4	
2014	Amikacin	Acinetobacter baumannii	8	
2014	Amoxicillin-Clavulanic acid (fixed)	Acinetobacter baumannii	NA	missing
2014	Ampicillin	Acinetobacter baumannii	NA	missing
2014	Aztreonam	Acinetobacter baumannii	NA	missing
2014	Cefazolin	Acinetobacter baumannii	NA	missing
2014	Cefepime	Acinetobacter baumannii	NA	missing
2014	Cefepime-Clavulanate	Acinetobacter baumannii	NA	missing
2014	Cefotaxime	Acinetobacter baumannii	NA	missing
2014	Cefoxitin	Acinetobacter baumannii	NA	missing
2014	Ceftazidime	Acinetobacter baumannii	NA	missing
2014	Ceftibuten	Acinetobacter baumannii	NA	missing
2014	Ceftobiprole	Acinetobacter baumannii	NA	missing
2014	Ceftriaxone	Acinetobacter baumannii	NA	missing
2014	Cefuroxime	Acinetobacter baumannii	NA	missing
2014	Ciprofloxacin	Acinetobacter baumannii	1	
2014	Colistin	Acinetobacter baumannii	NA	missing
2014	Doripenem	Acinetobacter baumannii	1	
2014	Doxycycline	Acinetobacter baumannii	NA	missing
2014	Ertapenem	Acinetobacter baumannii	NA	missing
2014	Gentamicin	Acinetobacter baumannii	4	
2014	Imipenem	Acinetobacter baumannii	1	
2014	Levofloxacin	Acinetobacter baumannii	0.5	
2014	Meropenem	Acinetobacter baumannii	2	
2014	Minocycline	Acinetobacter baumannii	NA	missing
2014	Moxifloxacin	Acinetobacter baumannii	0.25	
2014	Nalidixic acid	Acinetobacter baumannii	16	
2014	Netilmicin	Acinetobacter baumannii	NA	missing
2014	Ofloxacin	Acinetobacter baumannii	1	
2014	Piperacillin	Acinetobacter baumannii	NA	missing
2014	Piperacillin-Tazobactam	Acinetobacter baumannii	NA	missing
2014	Rifampicin	Acinetobacter baumannii	NA	missing
2014	Sulbactam	Acinetobacter baumannii	NA	missing
2014	Tetracycline	Acinetobacter baumannii	NA	missing
2014	Ticarcillin	Acinetobacter baumannii	NA	missing
2014	Tigecycline	Acinetobacter baumannii	1	
2014	Tobramycin	Acinetobacter baumannii	4	
2014	Trimethoprim	Acinetobacter baumannii	NA	missing
2014	Trimethoprim-Sulfamethoxazole	Acinetobacter baumannii	1	
2014	Amikacin	Acinetobacter calcoaceticus	8	
2014	Cefepime	Acinetobacter calcoaceticus	NA	missing
2014	Cefotaxime	Acinetobacter calcoaceticus	NA	missing
2014	Ceftobiprole	Acinetobacter calcoaceticus	NA	missing
2014	Ciprofloxacin	Acinetobacter calcoaceticus	1	
2014	Doripenem	Acinetobacter calcoaceticus	1	
2014	Gentamicin	Acinetobacter calcoaceticus	4	
2014	Imipenem	Acinetobacter calcoaceticus	NA	missing
2014	Tobramycin	Acinetobacter calcoaceticus	4	
2014	Amikacin	Acinetobacter lwoffii	8	
2014	Ampicillin	Acinetobacter lwoffii	NA	missing
2014	Ampicillin-Sulbactam (ratio)	Acinetobacter lwoffii	NA	missing
2014	Cefepime	Acinetobacter lwoffii	NA	missing
2014	Cefotaxime	Acinetobacter lwoffii	NA	missing
2014	Cefoxitin	Acinetobacter lwoffii	NA	missing
2014	Ceftazidime	Acinetobacter lwoffii	NA	missing
2014	Ceftobiprole	Acinetobacter lwoffii	NA	missing
2014	Ceftriaxone	Acinetobacter lwoffii	NA	missing
2014	Cefuroxime	Acinetobacter lwoffii	NA	missing
2014	Ciprofloxacin	Acinetobacter lwoffii	1	
2014	Doripenem	Acinetobacter lwoffii	1	
2014	Ertapenem	Acinetobacter lwoffii	NA	missing
2014	Gentamicin	Acinetobacter lwoffii	NA	missing
2014	Imipenem	Acinetobacter lwoffii	1	
2014	Levofloxacin	Acinetobacter lwoffii	0.5	
2014	Meropenem	Acinetobacter lwoffii	2	
2014	Piperacillin	Acinetobacter lwoffii	NA	missing
2014	Piperacillin-Tazobactam	Acinetobacter lwoffii	NA	missing
2014	Ticarcillin	Acinetobacter lwoffii	NA	missing
2014	Tobramycin	Acinetobacter lwoffii	2	
2014	Ampicillin	Acinetobacter spp	NA	missing
2014	Ampicillin-Sulbactam (ratio)	Acinetobacter spp	NA	missing
2014	Aztreonam	Acinetobacter spp	NA	missing
2014	Cefalothin (a.k.a. Cefalotin)	Acinetobacter spp	NA	missing
2014	Cefazolin	Acinetobacter spp	NA	missing
2014	Cefepime	Acinetobacter spp	NA	missing
2014	Cefixime	Acinetobacter spp	NA	missing
2014	Cefotaxime	Acinetobacter spp	NA	missing
2014	Cefoxitin	Acinetobacter spp	NA	missing
2014	Cefpirome	Acinetobacter spp	NA	missing
2014	Ceftazidime	Acinetobacter spp	NA	missing
2014	Ceftibuten	Acinetobacter spp	NA	missing
2014	Ceftobiprole	Acinetobacter spp	NA	missing
2014	Ceftriaxone	Acinetobacter spp	NA	missing
2014	Cefuroxime	Acinetobacter spp	NA	missing
2014	Ciprofloxacin	Acinetobacter spp	1	
2014	Clinafloxacin	Acinetobacter spp	NA	missing
2014	Colistin	Acinetobacter spp	NA	missing
2014	Doripenem	Acinetobacter spp	1	
2014	Ertapenem	Acinetobacter spp	NA	missing
2014	Fosfomycin	Acinetobacter spp	NA	missing
2014	Gatifloxacin	Acinetobacter spp	0.25	
2014	Gentamicin	Acinetobacter spp	NA	missing
2014	Imipenem	Acinetobacter spp	1	
2014	Levofloxacin	Acinetobacter spp	0.5	
2014	Loracarbef	Acinetobacter spp	NA	missing
2014	Mecillinam	Acinetobacter spp	NA	missing
2014	Meropenem	Acinetobacter spp	2	
2014	Minocycline	Acinetobacter spp	NA	missing
2014	Moxifloxacin	Acinetobacter spp	0.25	
2014	Netilmicin	Acinetobacter spp	NA	missing
2014	Nitrofurantoin	Acinetobacter spp	NA	missing
2014	Norfloxacin	Acinetobacter spp	NA	missing
2014	Ofloxacin	Acinetobacter spp	1	
2014	Piperacillin	Acinetobacter spp	NA	missing
2014	Piperacillin-Tazobactam	Acinetobacter spp	NA	missing
2014	Sparfloxacin	Acinetobacter spp	NA	missing
2014	Tetracycline	Acinetobacter spp	8	
2014	Ticarcillin	Acinetobacter spp	NA	missing
2014	Tigecycline	Acinetobacter spp	1	
2014	Tobramycin	Acinetobacter spp	4	
2014	Trimethoprim-Sulfamethoxazole	Acinetobacter spp	1	
2014	Amoxicillin	Actinomyces israelii	NA	missing
2014	Benzylpenicillin	Actinomyces israelii	NA	missing
2014	Ceftriaxone	Actinomyces israelii	NA	missing
2014	Ciprofloxacin	Actinomyces israelii	NA	missing
2014	Clarithromycin	Actinomyces israelii	NA	missing
2014	Clindamycin	Actinomyces israelii	NA	missing
2014	Erythromycin	Actinomyces israelii	NA	missing
2014	Meropenem	Actinomyces israelii	NA	missing
2014	Rifampicin	Actinomyces israelii	NA	missing
2014	Tetracycline	Actinomyces israelii	NA	missing
2014	Amoxicillin	Actinomyces spp	NA	missing
2014	Benzylpenicillin	Actinomyces spp	NA	missing
2014	Ceftriaxone	Actinomyces spp	NA	missing
2014	Ciprofloxacin	Actinomyces spp	NA	missing
2014	Clarithromycin	Actinomyces spp	NA	missing
2014	Clindamycin	Actinomyces spp	NA	missing
2014	Doxycycline	Actinomyces spp	NA	missing
2014	Erythromycin	Actinomyces spp	NA	missing
2014	Meropenem	Actinomyces spp	NA	missing
2014	Rifampicin	Actinomyces spp	NA	missing
2014	Tetracycline	Actinomyces spp	NA	missing
2014	Ceftobiprole	Aeromonas hydrophila	NA	missing
2014	Doripenem	Aeromonas hydrophila	NA	missing
2014	Ertapenem	Aeromonas hydrophila	NA	missing
2014	Gentamicin	Aeromonas hydrophila	NA	missing
2014	Imipenem	Aeromonas hydrophila	NA	missing
2014	Ofloxacin	Aeromonas hydrophila	NA	missing
2014	Sparfloxacin	Aeromonas hydrophila	NA	missing
2014	Tigecycline	Aeromonas hydrophila	1	
2014	Tobramycin	Aeromonas hydrophila	NA	missing
2014	Ceftobiprole	Aeromonas spp	NA	missing
2014	Doripenem	Aeromonas spp	NA	missing
2014	Ertapenem	Aeromonas spp	NA	missing
2014	Imipenem	Aeromonas spp	NA	missing
2014	Cefepime	Alcaligenes xylosoxidans	NA	missing
2014	Ciprofloxacin	Alcaligenes xylosoxidans	NA	missing
2014	Doripenem	Alcaligenes xylosoxidans	NA	missing
2014	Ertapenem	Alcaligenes xylosoxidans	NA	missing
2014	Gentamicin	Alcaligenes xylosoxidans	NA	missing
2014	Imipenem	Alcaligenes xylosoxidans	NA	missing
2014	Amoxicillin	Anaerobic cocci Gram positive	NA	missing
2014	Ceftriaxone	Anaerobic cocci Gram positive	NA	missing
2014	Clindamycin	Anaerobic cocci Gram positive	NA	missing
2014	Doripenem	Anaerobic cocci Gram positive	NA	missing
2014	Imipenem	Anaerobic cocci Gram positive	NA	missing
2014	Meropenem	Anaerobic cocci Gram positive	NA	missing
2014	Metronidazole	Anaerobic cocci Gram positive	NA	missing
2014	Piperacillin-Tazobactam	Anaerobic cocci Gram positive	NA	missing
2014	Moxifloxacin	Bacteroides caccae	NA	missing
2014	Tigecycline	Bacteroides caccae	NA	missing
2014	Piperacillin	Bacteroides capillosus	NA	missing
2014	Meropenem	Bacteroides distasonis	0.25	
2014	Moxifloxacin	Bacteroides distasonis	NA	missing
2014	Tigecycline	Bacteroides distasonis	NA	missing
2014	Amoxicillin	Bacteroides fragilis	NA	missing
2014	Ampicillin	Bacteroides fragilis	NA	missing
2014	Benzylpenicillin	Bacteroides fragilis	NA	missing
2014	Cefoxitin	Bacteroides fragilis	NA	missing
2014	Ceftazidime	Bacteroides fragilis	NA	missing
2014	Ceftobiprole	Bacteroides fragilis	NA	missing
2014	Ceftriaxone	Bacteroides fragilis	NA	missing
2014	Ciprofloxacin	Bacteroides fragilis	NA	missing
2014	Clindamycin	Bacteroides fragilis	4	
2014	Doripenem	Bacteroides fragilis	1	
2014	Ertapenem	Bacteroides fragilis	1	
2014	Gatifloxacin	Bacteroides fragilis	1	
2014	Gemifloxacin	Bacteroides fragilis	NA	missing
2014	Imipenem	Bacteroides fragilis	0.5	
2014	Levofloxacin	Bacteroides fragilis	NA	missing
2014	Meropenem	Bacteroides fragilis	0.25	
2014	Metronidazole	Bacteroides fragilis	NA	missing
2014	Moxifloxacin	Bacteroides fragilis	2	
2014	Piperacillin	Bacteroides fragilis	NA	missing
2014	Piperacillin-Tazobactam	Bacteroides fragilis	1	
2014	Secnidazole	Bacteroides fragilis	NA	missing
2014	Sparfloxacin	Bacteroides fragilis	NA	missing
2014	Ticarcillin	Bacteroides fragilis	NA	missing
2014	Ticarcillin-Clavulanic acid	Bacteroides fragilis	NA	missing
2014	Tigecycline	Bacteroides fragilis	NA	missing
2014	Amoxicillin	Bacteroides fragilis group	NA	missing
2014	Ampicillin	Bacteroides fragilis group	NA	missing
2014	Benzylpenicillin	Bacteroides fragilis group	NA	missing
2014	Cefoxitin	Bacteroides fragilis group	NA	missing
2014	Ceftazidime	Bacteroides fragilis group	NA	missing
2014	Ceftobiprole	Bacteroides fragilis group	NA	missing
2014	Ceftriaxone	Bacteroides fragilis group	NA	missing
2014	Ciprofloxacin	Bacteroides fragilis group	NA	missing
2014	Clarithromycin	Bacteroides fragilis group	NA	missing
2014	Clindamycin	Bacteroides fragilis group	NA	missing
2014	Doripenem	Bacteroides fragilis group	1	
2014	Ertapenem	Bacteroides fragilis group	NA	missing
2014	Erythromycin	Bacteroides fragilis group	NA	missing
2014	Imipenem	Bacteroides fragilis group	NA	missing
2014	Levofloxacin	Bacteroides fragilis group	NA	missing
2014	Meropenem	Bacteroides fragilis group	NA	missing
2014	Metronidazole	Bacteroides fragilis group	NA	missing
2014	Moxifloxacin	Bacteroides fragilis group	NA	missing
2014	Piperacillin	Bacteroides fragilis group	NA	missing
2014	Piperacillin-Tazobactam	Bacteroides fragilis group	1	
2014	Quinupristin-Dalfopristin	Bacteroides fragilis group	NA	missing
2014	Roxithromycin	Bacteroides fragilis group	NA	missing
2014	Secnidazole	Bacteroides fragilis group	NA	missing
2014	Telithromycin	Bacteroides fragilis group	NA	missing
2014	Ticarcillin	Bacteroides fragilis group	NA	missing
2014	Ticarcillin-Clavulanic acid	Bacteroides fragilis group	NA	missing
2014	Tigecycline	Bacteroides fragilis group	NA	missing
2014	Ampicillin	Bacteroides ovatus	NA	missing
2014	Cefoxitin	Bacteroides ovatus	NA	missing
2014	Clindamycin	Bacteroides ovatus	NA	missing
2014	Imipenem	Bacteroides ovatus	NA	missing
2014	Meropenem	Bacteroides ovatus	0.25	
2014	Metronidazole	Bacteroides ovatus	NA	missing
2014	Moxifloxacin	Bacteroides ovatus	NA	missing
2014	Piperacillin-Tazobactam	Bacteroides ovatus	NA	missing
2014	Tigecycline	Bacteroides ovatus	NA	missing
2014	Imipenem	Bacteroides spp	NA	missing
2014	Moxifloxacin	Bacteroides spp	NA	missing
2014	Amoxicillin	Bacteroides thetaiotaomicron	NA	missing
2014	Ampicillin	Bacteroides thetaiotaomicron	NA	missing
2014	Benzylpenicillin	Bacteroides thetaiotaomicron	NA	missing
2014	Cefoxitin	Bacteroides thetaiotaomicron	NA	missing
2014	Clindamycin	Bacteroides thetaiotaomicron	NA	missing
2014	Doripenem	Bacteroides thetaiotaomicron	1	
2014	Ertapenem	Bacteroides thetaiotaomicron	1	
2014	Imipenem	Bacteroides thetaiotaomicron	NA	missing
2014	Levofloxacin	Bacteroides thetaiotaomicron	NA	missing
2014	Meropenem	Bacteroides thetaiotaomicron	0.25	
2014	Metronidazole	Bacteroides thetaiotaomicron	NA	missing
2014	Moxifloxacin	Bacteroides thetaiotaomicron	NA	missing
2014	Piperacillin-Tazobactam	Bacteroides thetaiotaomicron	NA	missing
2014	Ticarcillin	Bacteroides thetaiotaomicron	NA	missing
2014	Ticarcillin-Clavulanic acid	Bacteroides thetaiotaomicron	NA	missing
2014	Tigecycline	Bacteroides thetaiotaomicron	NA	missing
2014	Meropenem	Bacteroides uniformis	0.25	
2014	Moxifloxacin	Bacteroides uniformis	NA	missing
2014	Piperacillin	Bacteroides uniformis	NA	missing
2014	Tigecycline	Bacteroides uniformis	NA	missing
2014	Meropenem	Bacteroides ureolyticus	NA	missing
2014	Ampicillin	Bacteroides vulgatus	NA	missing
2014	Cefoxitin	Bacteroides vulgatus	NA	missing
2014	Clindamycin	Bacteroides vulgatus	NA	missing
2014	Imipenem	Bacteroides vulgatus	NA	missing
2014	Meropenem	Bacteroides vulgatus	0.25	
2014	Metronidazole	Bacteroides vulgatus	NA	missing
2014	Moxifloxacin	Bacteroides vulgatus	NA	missing
2014	Tigecycline	Bacteroides vulgatus	NA	missing
2014	Ampicillin	Bifidobacterium longum	NA	missing
2014	Clindamycin	Bifidobacterium longum	NA	missing
2014	Erythromycin	Bifidobacterium longum	NA	missing
2014	Gentamicin	Bifidobacterium longum	NA	missing
2014	Streptomycin	Bifidobacterium longum	NA	missing
2014	Tetracycline	Bifidobacterium longum	NA	missing
2014	Vancomycin	Bifidobacterium longum	NA	missing
2014	Streptomycin	Bifidobacterium pseudolongum	NA	missing
2014	Tetracycline	Bifidobacterium pseudolongum	NA	missing
2014	Vancomycin	Bifidobacterium pseudolongum	NA	missing
2014	Ampicillin	Bifidobacterium spp	NA	missing
2014	Erythromycin	Bifidobacterium spp	NA	missing
2014	Gentamicin	Bifidobacterium spp	NA	missing
2014	Streptomycin	Bifidobacterium spp	NA	missing
2014	Tetracycline	Bifidobacterium spp	NA	missing
2014	Vancomycin	Bifidobacterium spp	NA	missing
2014	Clindamycin	Bifidobacterium thermophilum	NA	missing
2014	Streptomycin	Bifidobacterium thermophilum	NA	missing
2014	Tetracycline	Bifidobacterium thermophilum	NA	missing
2014	Vancomycin	Bifidobacterium thermophilum	NA	missing
2014	Aztreonam	Burkholderia cepacia	NA	missing
2014	Cefotaxime	Burkholderia cepacia	NA	missing
2014	Ceftazidime	Burkholderia cepacia	NA	missing
2014	Ceftibuten	Burkholderia cepacia	NA	missing
2014	Ciprofloxacin	Burkholderia cepacia	NA	missing
2014	Ertapenem	Burkholderia cepacia	NA	missing
2014	Imipenem	Burkholderia cepacia	NA	missing
2014	Levofloxacin	Burkholderia cepacia	NA	missing
2014	Meropenem	Burkholderia cepacia	0.25	
2014	Norfloxacin	Burkholderia cepacia	NA	missing
2014	Ofloxacin	Burkholderia cepacia	NA	missing
2014	Piperacillin	Burkholderia cepacia	NA	missing
2014	Piperacillin-Tazobactam	Burkholderia cepacia	NA	missing
2014	Tigecycline	Burkholderia cepacia	NA	missing
2014	Tobramycin	Burkholderia cepacia	NA	missing
2014	Trimethoprim-Sulfamethoxazole	Burkholderia cepacia	NA	missing
2014	Amoxicillin	Campylobacter coli	8	
2014	Ampicillin	Campylobacter coli	8	
2014	Azithromycin	Campylobacter coli	0.5	
2014	Chloramphenicol	Campylobacter coli	16	
2014	Ciprofloxacin	Campylobacter coli	0.5	
2014	Clindamycin	Campylobacter coli	1	
2014	Doxycycline	Campylobacter coli	1	
2014	Erythromycin	Campylobacter coli	8	
2014	Florfenicol	Campylobacter coli	4	
2014	Gentamicin	Campylobacter coli	2	
2014	Nalidixic acid	Campylobacter coli	16	
2014	Neomycin	Campylobacter coli	4	
2014	Streptomycin	Campylobacter coli	4	
2014	Tetracycline	Campylobacter coli	2	
2014	Amoxicillin	Campylobacter jejuni	16	
2014	Ampicillin	Campylobacter jejuni	8	
2014	Azithromycin	Campylobacter jejuni	0.25	
2014	Chloramphenicol	Campylobacter jejuni	16	
2014	Ciprofloxacin	Campylobacter jejuni	0.5	
2014	Clindamycin	Campylobacter jejuni	0.5	
2014	Doxycycline	Campylobacter jejuni	0.5	
2014	Erythromycin	Campylobacter jejuni	4	
2014	Florfenicol	Campylobacter jejuni	4	
2014	Gentamicin	Campylobacter jejuni	2	
2014	Nalidixic acid	Campylobacter jejuni	16	
2014	Streptomycin	Campylobacter jejuni	4	
2014	Telithromycin	Campylobacter jejuni	4	
2014	Tetracycline	Campylobacter jejuni	1	
2014	Ciprofloxacin	Chryseobacterium meningosepticum	NA	missing
2014	Ciprofloxacin	Chryseobacterium spp	NA	missing
2014	Imipenem	Chryseobacterium spp	NA	missing
2014	Ceftobiprole	Citrobacter braakii	NA	missing
2014	Ciprofloxacin	Citrobacter braakii	NA	missing
2014	Colistin	Citrobacter braakii	NA	missing
2014	Gentamicin	Citrobacter braakii	NA	missing
2014	Tetracycline	Citrobacter braakii	NA	missing
2014	Trimethoprim-Sulfamethoxazole	Citrobacter braakii	NA	missing
2014	Amikacin	Citrobacter freundii	8	
2014	Ampicillin	Citrobacter freundii	8	
2014	Ampicillin-Sulbactam (ratio)	Citrobacter freundii	NA	missing
2014	Aztreonam	Citrobacter freundii	NA	missing
2014	Cefalothin (a.k.a. Cefalotin)	Citrobacter freundii	NA	missing
2014	Cefazolin	Citrobacter freundii	NA	missing
2014	Cefepime	Citrobacter freundii	0.125	
2014	Cefotaxime	Citrobacter freundii	0.5	
2014	Cefoxitin	Citrobacter freundii	NA	missing
